0.0000000000000000E+00	-6.3193136626252799E+03	2.3230435055938119E+03	2.4976951910470890E-01	-2.6926260321788860E+00	-7.1450546036023077E+00	2.5177630294005271E-04	0.0000000000000000E+00	
3.0000000000000000E+01	-6.3963584950164395E+03	2.1073671445666819E+03	2.5713729502354848E-01	-2.4432258273364527E+00	-7.2319478883555979E+00	2.3936940507944901E-04	2.7304445135232964E-15	
6.0000000000000000E+01	-6.4658804128300035E+03	1.8892123299154005E+03	2.6412919943483132E-01	-2.1911457357497399E+00	-7.3102717033406668E+00	2.2671525253952719E-04	2.1003419334794586E-16	
9.0000000000000000E+01	-6.5278032883348069E+03	1.6688372847815422E+03	2.7073766692284118E-01	-1.9366706116705781E+00	-7.3799515637115185E+00	2.1380667316488167E-04	1.2602051600876753E-15	
1.2000000000000000E+02	-6.5820595627085759E+03	1.4465023369510022E+03	2.7695506074318910E-01	-1.6800868585688771E+00	-7.4409216284683701E+00	2.0064552513250413E-04	6.3010258004383764E-16	
1.5000000000000000E+02	-6.6285902923734784E+03	1.2224696590412132E+03	2.8277423217006714E-01	-1.4216823946663193E+00	-7.4931247979986733E+00	1.8726946818137951E-04	4.2006838669589173E-16	
1.8000000000000000E+02	-6.6673451892872963E+03	9.9700300234185227E+02	2.8818985919817858E-01	-1.1617462412368904E+00	-7.5365129321727817E+00	1.7375550574913855E-04	1.4702393534356211E-15	
2.1000000000000000E+02	-6.6982826469505189E+03	7.7036743001652917E+02	2.9319877090027358E-01	-9.0056812370405503E-01	-7.5710466621289854E+00	1.6016075099712645E-04	4.2006838669589173E-16	
2.4000000000000000E+02	-6.7213697613439244E+03	5.4282905680899000E+02	2.9779883169962706E-01	-6.3843848926281366E-01	-7.5966952680798920E+00	1.4649773428719495E-04	4.2006838669589173E-16	
2.7000000000000000E+02	-6.7365823511031085E+03	3.1465478713083593E+02	3.0198780491771637E-01	-3.7564833899331568E-01	-7.6134368476238370E+00	1.3275233203272716E-04	1.4702393534356211E-15	
3.0000000000000000E+02	-6.7439049683349331E+03	8.6112050166283169E+01	3.0576318546779180E-01	-1.1248885403290303E-01	-7.6212582944719633E+00	1.1893082647708179E-04	2.1003419334794586E-16	
3.3000000000000000E+02	-6.7433309008445758E+03	-1.4253146212953962E+02	3.0912355053514678E-01	1.5074878613993312E-01	-7.6201551905446632E+00	1.0509936345270644E-04	0.0000000000000000E+00	
3.6000000000000000E+02	-6.7348621699064179E+03	-3.7100805554974107E+02	3.1206982684655177E-01	4.1377356469505877E-01	-7.6101318029198355E+00	9.1333176295896272E-05	0.0000000000000000E+00	
3.9000000000000000E+02	-6.7185095223632616E+03	-5.9905029375085780E+02	3.1460431557477114E-01	6.7629481897088572E-01	-7.5912010484579273E+00	7.7642599729250554E-05	0.0000000000000000E+00	
4.2000000000000000E+02	-6.6942924179336160E+03	-8.2639125773144679E+02	3.1672873967605114E-01	9.3802238138248162E-01	-7.5633845136962679E+00	6.3988270081734536E-05	1.2602051600876753E-15	
4.5000000000000000E+02	-6.6622390109191683E+03	-1.0527648071685146E+03	3.1844368528332045E-01	1.1986668364872159E+00	-7.5267125282080540E+00	5.0343038569820707E-05	4.2006838669589173E-16	
4.8000000000000000E+02	-6.6223861226707731E+03	-1.2779058421929885E+03	3.1974959112512252E-01	1.4579398410924644E+00	-7.4812241046657100E+00	3.6725903105743791E-05	1.8903077401315127E-15	
5.1000000000000000E+02	-6.5747792062808794E+03	-1.5015505620336851E+03	3.2064802845371876E-01	1.7155543085565070E+00	-7.4269668244604166E+00	2.3187295425397006E-05	4.2006838669589173E-16	
5.4000000000000000E+02	-6.5194723070983391E+03	-1.7234367215247462E+03	3.2114208157252822E-01	1.9712245346633399E+00	-7.3639968160576998E+00	9.7738854456440866E-06	6.3010258004383764E-16	
5.7000000000000000E+02	-6.4565280184357061E+03	-1.9433038876924070E+03	3.2123617018197176E-01	2.2246663972534240E+00	-7.2923787611404336E+00	-3.4680184666125335E-06	0.0000000000000000E+00	
6.0000000000000000E+02	-6.3860174308671831E+03	-2.1608936959697853E+03	3.2093628188939599E-01	2.4755975648831354E+00	-7.2121858684348004E+00	-1.6482933674906048E-05	2.1003419334794586E-16	
6.3000000000000000E+02	-6.3080200757707680E+03	-2.3759501060306065E+03	3.2024972493691978E-01	2.7237376842218470E+00	-7.1234998840371544E+00	-2.9246985563752284E-05	4.2006838669589173E-16	
6.6000000000000000E+02	-6.2226238623562122E+03	-2.5882196580606428E+03	3.1918364505419972E-01	2.9688086310614437E+00	-7.0264110848423655E+00	-4.1793842699982689E-05	2.9404787068712422E-15	
6.9000000000000000E+02	-6.1299250074429838E+03	-2.7974517272380981E+03	3.1774358617796428E-01	3.2105347070977146E+00	-6.9210181782044771E+00	-5.4192262715387502E-05	8.4013677339178346E-16	
7.2000000000000000E+02	-6.0300279613497114E+03	-3.0033987763963669E+03	3.1593269101973914E-01	3.4486427344019011E+00	-6.8074283234804334E+00	-6.6532780537937146E-05	1.6802735467835669E-15	
7.5000000000000000E+02	-5.9230453285311951E+03	-3.2058166117248643E+03	3.1375126856254265E-01	3.6828623561424014E+00	-6.6857572587248413E+00	-7.8906274594055657E-05	8.4013677339178346E-16	
7.8000000000000000E+02	-5.8090977763719020E+03	-3.4044646389852460E+03	3.1119761390258960E-01	3.9129264516145703E+00	-6.5561291739461991E+00	-9.1347098960904404E-05	3.3605470935671338E-15	
8.1000000000000000E+02	-5.6883139352272374E+03	-3.5991061136152534E+03	3.0827011369613078E-01	4.1385712832455308E+00	-6.4186765112135520E+00	-1.0382086714654590E-04	1.6802735467835669E-15	
8.4000000000000000E+02	-5.5608302956405005E+03	-3.7895083883886773E+03	3.0496842639418470E-01	4.3595366162024209E+00	-6.2735399981284781E+00	-1.1628972219449122E-04	2.5204103201753506E-15	
8.7000000000000000E+02	-5.4267910988843396E+03	-3.9754431623293131E+03	3.0129282936809904E-01	4.5755660202776802E+00	-6.1208686390917828E+00	-1.2874822086309019E-04	2.1003419334794586E-16	
9.0000000000000000E+02	-5.2863482192443762E+03	-4.1566867273061007E+03	2.9724375103721412E-01	4.7864070814647670E+00	-5.9608196104615905E+00	-1.4118424046114035E-04	2.5204103201753506E-15	
9.3000000000000000E+02	-5.1396610410264238E+03	-4.3330202131467577E+03	2.9282223820734415E-01	4.9918115914357779E+00	-5.7935582729011781E+00	-1.5357559602693465E-04	0.0000000000000000E+00	
9.6000000000000000E+02	-4.9868963275777660E+03	-4.5042298329443756E+03	2.8802953520390601E-01	5.1915358803126548E+00	-5.6192581270130431E+00	-1.6593533701007518E-04	1.4702393534356211E-15	
9.9000000000000000E+02	-4.8282280806806284E+03	-4.6701071248384260E+03	2.8286621062933559E-01	5.3853410876203762E+00	-5.4381006516501262E+00	-1.7828400166387196E-04	2.9404787068712422E-15	
1.0200000000000000E+03	-4.6638373936041298E+03	-4.8304491900131979E+03	2.7733276412828822E-01	5.5729933413051649E+00	-5.2502752371128265E+00	-1.9060627133992027E-04	1.2602051600876753E-15	
1.0500000000000000E+03	-4.4939122978078603E+03	-4.9850589299430249E+03	2.7143019267350477E-01	5.7542640205186473E+00	-5.0559791695819349E+00	-2.0289344290415175E-04	2.1003419334794586E-16	
